Ticker,close,high,low,month,open,volume,time,year,day,Sector,date
ADANIENT,2229.85,2279.0,2215.0,11,2215.3,1853300,0 days 05:30:00,2023,3,MISCELLANEOUS,2023-11-03
ADANIENT,2246.0,2260.0,2233.0,11,2253.95,770061,0 days 05:30:00,2023,6,MISCELLANEOUS,2023-11-06
ADANIENT,2233.35,2260.0,2226.65,11,2257.0,641554,0 days 05:30:00,2023,7,MISCELLANEOUS,2023-11-07
ADANIENT,2259.95,2298.0,2235.0,11,2245.3,1169180,0 days 05:30:00,2023,8,MISCELLANEOUS,2023-11-08
ADANIENT,2214.65,2272.6,2210.1,11,2269.0,1267890,0 days 05:30:00,2023,9,MISCELLANEOUS,2023-11-09
ADANIENT,2205.1,2237.0,2198.5,11,2220.25,1072597,0 days 05:30:00,2023,10,MISCELLANEOUS,2023-11-10
ADANIENT,2211.35,2226.0,2205.1,11,2219.7,148320,0 days 05:30:00,2023,12,MISCELLANEOUS,2023-11-12
ADANIENT,2213.65,2241.9,2195.55,11,2215.5,853633,0 days 05:30:00,2023,13,MISCELLANEOUS,2023-11-13
ADANIENT,2225.4,2250.0,2220.5,11,2240.0,696475,0 days 05:30:00,2023,15,MISCELLANEOUS,2023-11-15
ADANIENT,2205.9,2232.8,2196.1,11,2226.0,1307584,0 days 05:30:00,2023,16,MISCELLANEOUS,2023-11-16
ADANIENT,2208.8,2237.95,2201.0,11,2205.9,916518,0 days 05:30:00,2023,17,MISCELLANEOUS,2023-11-17
ADANIENT,2149.85,2218.5,2142.0,11,2211.0,1577213,0 days 05:30:00,2023,20,MISCELLANEOUS,2023-11-20
ADANIENT,2196.65,2232.55,2158.35,11,2160.0,1839502,0 days 05:30:00,2023,21,MISCELLANEOUS,2023-11-21
ADANIENT,2172.65,2225.0,2153.5,11,2205.15,1247205,0 days 05:30:00,2023,22,MISCELLANEOUS,2023-11-22
ADANIENT,2175.25,2190.0,2160.6,11,2190.0,729114,0 days 05:30:00,2023,23,MISCELLANEOUS,2023-11-23
ADANIENT,2225.45,2251.95,2160.9,11,2179.0,1946259,0 days 05:30:00,2023,24,MISCELLANEOUS,2023-11-24
ADANIENT,2423.5,2512.4,2275.0,11,2301.0,11972275,0 days 05:30:00,2023,28,MISCELLANEOUS,2023-11-28
ADANIENT,2396.6,2477.65,2390.0,11,2468.7,4561574,0 days 05:30:00,2023,29,MISCELLANEOUS,2023-11-29
ADANIENT,2358.55,2409.0,2343.05,11,2400.05,2983879,0 days 05:30:00,2023,30,MISCELLANEOUS,2023-11-30
ADANIENT,2362.7,2403.35,2354.1,12,2370.0,1792983,0 days 05:30:00,2023,1,MISCELLANEOUS,2023-12-01
ADANIENT,2531.2,2595.0,2487.45,12,2549.95,5681516,0 days 05:30:00,2023,4,MISCELLANEOUS,2023-12-04
ADANIENT,2959.35,2999.9,2531.2,12,2531.2,22879079,0 days 05:30:00,2023,5,MISCELLANEOUS,2023-12-05
ADANIENT,2883.95,3154.55,2844.85,12,3080.0,19355777,0 days 05:30:00,2023,6,MISCELLANEOUS,2023-12-06
ADANIENT,2887.15,2945.9,2853.05,12,2900.0,6325887,0 days 05:30:00,2023,7,MISCELLANEOUS,2023-12-07
ADANIENT,2822.15,2927.0,2760.0,12,2902.7,6959428,0 days 05:30:00,2023,8,MISCELLANEOUS,2023-12-08
ADANIENT,2855.8,2919.9,2811.05,12,2837.05,5064123,0 days 05:30:00,2023,11,MISCELLANEOUS,2023-12-11
ADANIENT,2857.65,2895.95,2840.55,12,2869.1,2017772,0 days 05:30:00,2023,12,MISCELLANEOUS,2023-12-12
ADANIENT,2875.05,2899.1,2805.0,12,2860.0,2805832,0 days 05:30:00,2023,13,MISCELLANEOUS,2023-12-13
ADANIENT,2894.05,2932.95,2887.0,12,2900.95,3224681,0 days 05:30:00,2023,14,MISCELLANEOUS,2023-12-14
ADANIENT,2991.8,3000.0,2893.9,12,2912.05,4921484,0 days 05:30:00,2023,15,MISCELLANEOUS,2023-12-15
ADANIENT,2980.6,3027.75,2961.1,12,2993.95,2315922,0 days 05:30:00,2023,18,MISCELLANEOUS,2023-12-18
ADANIENT,2941.25,2994.35,2915.0,12,2988.8,1741493,0 days 05:30:00,2023,19,MISCELLANEOUS,2023-12-19
ADANIENT,2783.85,2968.0,2766.2,12,2946.0,3417739,0 days 05:30:00,2023,20,MISCELLANEOUS,2023-12-20
ADANIENT,2799.75,2821.95,2725.0,12,2750.0,2678577,0 days 05:30:00,2023,21,MISCELLANEOUS,2023-12-21
ADANIENT,2808.35,2847.6,2791.4,12,2815.95,1513956,0 days 05:30:00,2023,22,MISCELLANEOUS,2023-12-22
ADANIENT,2865.45,2893.75,2800.1,12,2817.0,2048484,0 days 05:30:00,2023,26,MISCELLANEOUS,2023-12-26
ADANIENT,2843.35,2894.8,2833.6,12,2880.7,1698325,0 days 05:30:00,2023,27,MISCELLANEOUS,2023-12-27
ADANIENT,2809.9,2867.35,2800.1,12,2855.0,4102912,0 days 05:30:00,2023,28,MISCELLANEOUS,2023-12-28
ADANIENT,2848.95,2863.3,2802.85,12,2823.9,1507086,0 days 05:30:00,2023,29,MISCELLANEOUS,2023-12-29
ADANIENT,2917.2,2947.0,2842.05,1,2852.3,2898619,0 days 05:30:00,2024,1,MISCELLANEOUS,2024-01-01
ADANIENT,2932.4,2948.2,2841.0,1,2922.0,2671368,0 days 05:30:00,2024,2,MISCELLANEOUS,2024-01-02
ADANIENT,3003.0,3199.0,2955.6,1,3047.0,19725411,0 days 05:30:00,2024,3,MISCELLANEOUS,2024-01-03
ADANIENT,2998.3,3044.45,2990.0,1,3039.4,2975620,0 days 05:30:00,2024,4,MISCELLANEOUS,2024-01-04
ADANIENT,3006.6,3066.9,2981.1,1,3009.95,3219949,0 days 05:30:00,2024,5,MISCELLANEOUS,2024-01-05
ADANIENT,2963.5,3027.0,2952.95,1,3020.0,1849061,0 days 05:30:00,2024,8,MISCELLANEOUS,2024-01-08
ADANIENT,3014.6,3068.8,2980.0,1,2990.7,2885706,0 days 05:30:00,2024,9,MISCELLANEOUS,2024-01-09
ADANIENT,3098.2,3112.0,3020.05,1,3024.0,3590297,0 days 05:30:00,2024,10,MISCELLANEOUS,2024-01-10
ADANIENT,3080.9,3129.0,3065.0,1,3120.0,2008103,0 days 05:30:00,2024,11,MISCELLANEOUS,2024-01-11
ADANIENT,3104.1,3125.0,3068.2,1,3096.35,1795933,0 days 05:30:00,2024,12,MISCELLANEOUS,2024-01-12
ADANIENT,3089.5,3130.0,3067.45,1,3127.0,1407007,0 days 05:30:00,2024,15,MISCELLANEOUS,2024-01-15
ADANIENT,3056.5,3104.5,3035.0,1,3095.0,2515564,0 days 05:30:00,2024,16,MISCELLANEOUS,2024-01-16
ADANIENT,2971.05,3045.0,2946.3,1,3033.0,2897218,0 days 05:30:00,2024,17,MISCELLANEOUS,2024-01-17
ADANIENT,2918.9,2985.0,2885.1,1,2975.55,2552342,0 days 05:30:00,2024,18,MISCELLANEOUS,2024-01-18
ADANIENT,2915.65,2949.45,2903.05,1,2945.35,2014096,0 days 05:30:00,2024,19,MISCELLANEOUS,2024-01-19
ADANIENT,2987.9,3015.85,2890.5,1,2930.0,1878793,0 days 05:30:00,2024,20,MISCELLANEOUS,2024-01-20
ADANIENT,2896.55,3014.95,2885.5,1,3014.95,1827002,0 days 05:30:00,2024,23,MISCELLANEOUS,2024-01-23
ADANIENT,2903.45,2929.1,2871.25,1,2901.0,5807940,0 days 05:30:00,2024,24,MISCELLANEOUS,2024-01-24
ADANIENT,2893.6,2926.35,2804.4,1,2903.45,2601969,0 days 05:30:00,2024,25,MISCELLANEOUS,2024-01-25
ADANIENT,3064.65,3092.7,2923.05,1,2929.0,4402976,0 days 05:30:00,2024,29,MISCELLANEOUS,2024-01-29
ADANIENT,3091.1,3129.9,3020.9,1,3081.0,3115506,0 days 05:30:00,2024,30,MISCELLANEOUS,2024-01-30
ADANIENT,3142.0,3151.7,3072.4,1,3092.75,2671051,0 days 05:30:00,2024,31,MISCELLANEOUS,2024-01-31
ADANIENT,3153.5,3236.95,3083.05,2,3156.9,4686595,0 days 05:30:00,2024,1,MISCELLANEOUS,2024-02-01
ADANIENT,3157.45,3208.5,3140.0,2,3184.95,2708695,0 days 05:30:00,2024,2,MISCELLANEOUS,2024-02-02
ADANIENT,3173.45,3229.4,3151.45,2,3170.0,2191195,0 days 05:30:00,2024,5,MISCELLANEOUS,2024-02-05
ADANIENT,3203.75,3228.2,3160.0,2,3183.9,2078891,0 days 05:30:00,2024,6,MISCELLANEOUS,2024-02-06
ADANIENT,3229.85,3277.95,3210.0,2,3220.05,2095911,0 days 05:30:00,2024,7,MISCELLANEOUS,2024-02-07
ADANIENT,3168.6,3245.6,3146.1,2,3245.6,1679004,0 days 05:30:00,2024,8,MISCELLANEOUS,2024-02-08
ADANIENT,3215.2,3224.95,3121.2,2,3184.45,1572789,0 days 05:30:00,2024,9,MISCELLANEOUS,2024-02-09
ADANIENT,3169.75,3241.95,3160.0,2,3229.0,1083138,0 days 05:30:00,2024,12,MISCELLANEOUS,2024-02-12
ADANIENT,3178.45,3194.0,3092.05,2,3180.0,1225207,0 days 05:30:00,2024,13,MISCELLANEOUS,2024-02-13
ADANIENT,3207.2,3255.25,3169.85,2,3184.0,1741264,0 days 05:30:00,2024,14,MISCELLANEOUS,2024-02-14
ADANIENT,3193.8,3252.75,3184.05,2,3219.85,2035204,0 days 05:30:00,2024,15,MISCELLANEOUS,2024-02-15
ADANIENT,3223.6,3252.3,3192.65,2,3214.0,2193673,0 days 05:30:00,2024,16,MISCELLANEOUS,2024-02-16
ADANIENT,3258.8,3308.6,3235.8,2,3240.0,1779444,0 days 05:30:00,2024,19,MISCELLANEOUS,2024-02-19
ADANIENT,3228.6,3269.8,3210.15,2,3267.0,1467630,0 days 05:30:00,2024,20,MISCELLANEOUS,2024-02-20
ADANIENT,3223.2,3300.0,3205.0,2,3238.0,1657021,0 days 05:30:00,2024,21,MISCELLANEOUS,2024-02-21
ADANIENT,3263.05,3274.0,3210.5,2,3239.0,1138722,0 days 05:30:00,2024,22,MISCELLANEOUS,2024-02-22
ADANIENT,3273.3,3319.95,3225.1,2,3263.05,1975035,0 days 05:30:00,2024,23,MISCELLANEOUS,2024-02-23
ADANIENT,3327.75,3344.0,3263.0,2,3272.0,1695378,0 days 05:30:00,2024,26,MISCELLANEOUS,2024-02-26
ADANIENT,3302.3,3340.0,3273.0,2,3339.0,1125570,0 days 05:30:00,2024,27,MISCELLANEOUS,2024-02-27
ADANIENT,3219.0,3318.8,3207.5,2,3309.2,1358879,0 days 05:30:00,2024,28,MISCELLANEOUS,2024-02-28
ADANIENT,3285.4,3304.75,3205.35,2,3220.05,1352988,0 days 05:30:00,2024,29,MISCELLANEOUS,2024-02-29
ADANIENT,3318.75,3346.0,3281.8,3,3309.85,1161067,0 days 05:30:00,2024,1,MISCELLANEOUS,2024-03-01
ADANIENT,3333.25,3348.7,3321.5,3,3332.0,119511,0 days 05:30:00,2024,2,MISCELLANEOUS,2024-03-02
ADANIENT,3317.15,3350.0,3310.05,3,3335.0,1061244,0 days 05:30:00,2024,4,MISCELLANEOUS,2024-03-04
ADANIENT,3310.2,3334.0,3295.05,3,3325.3,1190416,0 days 05:30:00,2024,5,MISCELLANEOUS,2024-03-05
ADANIENT,3233.95,3323.0,3183.15,3,3323.0,1935203,0 days 05:30:00,2024,6,MISCELLANEOUS,2024-03-06
ADANIENT,3226.55,3262.0,3220.0,3,3240.0,856328,0 days 05:30:00,2024,7,MISCELLANEOUS,2024-03-07
ADANIENT,3207.35,3259.0,3200.0,3,3241.2,738851,0 days 05:30:00,2024,11,MISCELLANEOUS,2024-03-11
ADANIENT,3122.5,3222.7,3111.0,3,3207.35,1199487,0 days 05:30:00,2024,12,MISCELLANEOUS,2024-03-12
ADANIENT,2906.2,3138.05,2850.15,3,3125.0,3407040,0 days 05:30:00,2024,13,MISCELLANEOUS,2024-03-13
ADANIENT,3087.45,3101.2,2880.0,3,2927.45,3759100,0 days 05:30:00,2024,14,MISCELLANEOUS,2024-03-14
ADANIENT,3132.2,3143.4,3061.25,3,3111.0,2199094,0 days 05:30:00,2024,15,MISCELLANEOUS,2024-03-15
ADANIENT,3111.75,3124.0,2976.05,3,3050.1,3042515,0 days 05:30:00,2024,18,MISCELLANEOUS,2024-03-18
ADANIENT,3052.7,3164.8,3041.85,3,3126.0,1460452,0 days 05:30:00,2024,19,MISCELLANEOUS,2024-03-19
ADANIENT,3051.45,3083.2,3021.1,3,3075.0,966481,0 days 05:30:00,2024,20,MISCELLANEOUS,2024-03-20
ADANIENT,3066.5,3107.1,3059.6,3,3089.55,1175751,0 days 05:30:00,2024,21,MISCELLANEOUS,2024-03-21
ADANIENT,3107.7,3128.95,3048.05,3,3066.55,951557,0 days 05:30:00,2024,22,MISCELLANEOUS,2024-03-22
ADANIENT,3109.95,3171.95,3089.1,3,3100.5,937103,0 days 05:30:00,2024,26,MISCELLANEOUS,2024-03-26
ADANIENT,3122.1,3138.45,3106.25,3,3115.0,900231,0 days 05:30:00,2024,27,MISCELLANEOUS,2024-03-27
ADANIENT,3197.1,3237.0,3096.75,3,3134.0,2327053,0 days 05:30:00,2024,28,MISCELLANEOUS,2024-03-28
ADANIENT,3252.1,3291.8,3207.85,4,3230.2,1292646,0 days 05:30:00,2024,1,MISCELLANEOUS,2024-04-01
ADANIENT,3268.75,3285.0,3240.0,4,3258.95,868829,0 days 05:30:00,2024,2,MISCELLANEOUS,2024-04-02
ADANIENT,3233.45,3260.15,3222.0,4,3250.0,1153109,0 days 05:30:00,2024,3,MISCELLANEOUS,2024-04-03
ADANIENT,3210.8,3273.0,3201.7,4,3250.0,1403826,0 days 05:30:00,2024,4,MISCELLANEOUS,2024-04-04
ADANIENT,3224.8,3234.0,3178.95,4,3211.1,755607,0 days 05:30:00,2024,5,MISCELLANEOUS,2024-04-05
ADANIENT,3224.55,3243.5,3197.2,4,3240.95,577440,0 days 05:30:00,2024,8,MISCELLANEOUS,2024-04-08
ADANIENT,3198.45,3251.0,3185.0,4,3240.7,833679,0 days 05:30:00,2024,9,MISCELLANEOUS,2024-04-09
ADANIENT,3242.0,3254.6,3192.5,4,3200.0,1441138,0 days 05:30:00,2024,10,MISCELLANEOUS,2024-04-10
ADANIENT,3209.9,3247.5,3205.3,4,3210.0,705173,0 days 05:30:00,2024,12,MISCELLANEOUS,2024-04-12
ADANIENT,3147.45,3180.3,3103.2,4,3150.0,1035378,0 days 05:30:00,2024,15,MISCELLANEOUS,2024-04-15
ADANIENT,3106.4,3149.2,3100.0,4,3101.0,1134184,0 days 05:30:00,2024,16,MISCELLANEOUS,2024-04-16
ADANIENT,3019.3,3145.0,3008.3,4,3125.15,1703646,0 days 05:30:00,2024,18,MISCELLANEOUS,2024-04-18
ADANIENT,3026.95,3057.05,2962.5,4,3000.0,1727317,0 days 05:30:00,2024,19,MISCELLANEOUS,2024-04-19
ADANIENT,3063.35,3077.5,3025.0,4,3053.0,993929,0 days 05:30:00,2024,22,MISCELLANEOUS,2024-04-22
ADANIENT,3065.1,3091.0,3043.1,4,3059.0,1654272,0 days 05:30:00,2024,23,MISCELLANEOUS,2024-04-23
ADANIENT,3043.55,3087.85,3040.0,4,3071.95,605917,0 days 05:30:00,2024,24,MISCELLANEOUS,2024-04-24
ADANIENT,3115.25,3120.9,3025.65,4,3050.0,1515529,0 days 05:30:00,2024,25,MISCELLANEOUS,2024-04-25
ADANIENT,3080.4,3129.9,3066.05,4,3119.9,662764,0 days 05:30:00,2024,26,MISCELLANEOUS,2024-04-26
ADANIENT,3081.2,3110.5,3051.5,4,3110.0,648544,0 days 05:30:00,2024,29,MISCELLANEOUS,2024-04-29
ADANIENT,3054.7,3108.45,3045.0,4,3094.0,804552,0 days 05:30:00,2024,30,MISCELLANEOUS,2024-04-30
ADANIENT,3039.6,3119.85,3015.05,5,3071.95,2219085,0 days 05:30:00,2024,2,MISCELLANEOUS,2024-05-02
ADANIENT,2993.25,3045.0,2975.1,5,3030.0,1472168,0 days 05:30:00,2024,3,MISCELLANEOUS,2024-05-03
ADANIENT,2874.65,3000.2,2850.0,5,2993.25,2377944,0 days 05:30:00,2024,6,MISCELLANEOUS,2024-05-06
ADANIENT,2835.95,2905.35,2822.0,5,2889.95,1262311,0 days 05:30:00,2024,7,MISCELLANEOUS,2024-05-07
ADANIENT,2860.55,2890.9,2820.0,5,2850.0,951411,0 days 05:30:00,2024,8,MISCELLANEOUS,2024-05-08
ADANIENT,2766.65,2883.65,2756.0,5,2864.8,1485510,0 days 05:30:00,2024,9,MISCELLANEOUS,2024-05-09
ADANIENT,2797.25,2809.0,2760.45,5,2794.95,2354794,0 days 05:30:00,2024,10,MISCELLANEOUS,2024-05-10
ADANIENT,2879.6,2890.0,2790.5,5,2803.0,3784373,0 days 05:30:00,2024,13,MISCELLANEOUS,2024-05-13
ADANIENT,3037.55,3046.0,2874.55,5,2894.95,5725807,0 days 05:30:00,2024,14,MISCELLANEOUS,2024-05-14
ADANIENT,3049.75,3118.85,3037.6,5,3046.75,1688836,0 days 05:30:00,2024,15,MISCELLANEOUS,2024-05-15
ADANIENT,3041.65,3076.95,2974.95,5,3065.0,1835312,0 days 05:30:00,2024,16,MISCELLANEOUS,2024-05-16
ADANIENT,3060.5,3091.0,3015.5,5,3041.05,825436,0 days 05:30:00,2024,17,MISCELLANEOUS,2024-05-17
ADANIENT,3059.75,3074.0,3055.0,5,3074.0,74336,0 days 05:30:00,2024,18,MISCELLANEOUS,2024-05-18
ADANIENT,3117.5,3175.0,3034.5,5,3067.9,3091659,0 days 05:30:00,2024,21,MISCELLANEOUS,2024-05-21
ADANIENT,3140.95,3145.0,3073.5,5,3129.95,3371077,0 days 05:30:00,2024,22,MISCELLANEOUS,2024-05-22
ADANIENT,3387.3,3406.0,3135.55,5,3156.7,6979082,0 days 05:30:00,2024,23,MISCELLANEOUS,2024-05-23
ADANIENT,3384.95,3457.85,3355.6,5,3406.0,3473668,0 days 05:30:00,2024,24,MISCELLANEOUS,2024-05-24
ADANIENT,3289.05,3358.0,3267.05,5,3358.0,2582485,0 days 05:30:00,2024,27,MISCELLANEOUS,2024-05-27
ADANIENT,3244.05,3329.5,3229.05,5,3309.65,1621168,0 days 05:30:00,2024,28,MISCELLANEOUS,2024-05-28
ADANIENT,3258.8,3322.9,3212.0,5,3250.0,1910729,0 days 05:30:00,2024,29,MISCELLANEOUS,2024-05-29
ADANIENT,3194.25,3274.3,3174.5,5,3254.0,1990208,0 days 05:30:00,2024,30,MISCELLANEOUS,2024-05-30
ADANIENT,3411.35,3434.45,3225.25,5,3225.25,6384589,0 days 05:30:00,2024,31,MISCELLANEOUS,2024-05-31
ADANIENT,3645.25,3743.9,3586.05,6,3725.0,8511359,0 days 05:30:00,2024,3,MISCELLANEOUS,2024-06-03
ADANIENT,2941.25,3520.0,2733.95,6,3520.0,20306909,0 days 05:30:00,2024,4,MISCELLANEOUS,2024-06-04
ADANIENT,3115.35,3150.0,2750.0,6,3030.0,8778345,0 days 05:30:00,2024,5,MISCELLANEOUS,2024-06-05
ADANIENT,3185.65,3222.4,3137.15,6,3184.0,5873271,0 days 05:30:00,2024,6,MISCELLANEOUS,2024-06-06
ADANIENT,3219.55,3233.75,3151.6,6,3170.4,4740455,0 days 05:30:00,2024,7,MISCELLANEOUS,2024-06-07
ADANIENT,3220.1,3284.4,3205.5,6,3267.0,4935698,0 days 05:30:00,2024,10,MISCELLANEOUS,2024-06-10
ADANIENT,3221.25,3265.0,3195.05,6,3224.0,4173692,0 days 05:30:00,2024,11,MISCELLANEOUS,2024-06-11
ADANIENT,3219.05,3245.0,3208.0,6,3224.9,3022477,0 days 05:30:00,2024,12,MISCELLANEOUS,2024-06-12
ADANIENT,3224.8,3254.0,3207.25,6,3230.0,3202978,0 days 05:30:00,2024,13,MISCELLANEOUS,2024-06-13
ADANIENT,3261.75,3275.0,3221.1,6,3225.0,4224855,0 days 05:30:00,2024,14,MISCELLANEOUS,2024-06-14
ADANIENT,3309.05,3345.0,3287.2,6,3310.0,1755612,0 days 05:30:00,2024,18,MISCELLANEOUS,2024-06-18
ADANIENT,3261.9,3314.0,3226.3,6,3314.0,1419264,0 days 05:30:00,2024,19,MISCELLANEOUS,2024-06-19
ADANIENT,3259.45,3315.0,3240.0,6,3263.9,1366545,0 days 05:30:00,2024,20,MISCELLANEOUS,2024-06-20
ADANIENT,3189.3,3277.1,3176.4,6,3265.05,4697655,0 days 05:30:00,2024,21,MISCELLANEOUS,2024-06-21
ADANIENT,3194.6,3214.8,3135.0,6,3185.75,3261647,0 days 05:30:00,2024,24,MISCELLANEOUS,2024-06-24
ADANIENT,3171.1,3208.45,3156.35,6,3204.75,1694962,0 days 05:30:00,2024,25,MISCELLANEOUS,2024-06-25
ADANIENT,3170.5,3187.7,3163.9,6,3169.05,2142889,0 days 05:30:00,2024,26,MISCELLANEOUS,2024-06-26
ADANIENT,3175.15,3202.25,3150.0,6,3177.0,5114980,0 days 05:30:00,2024,27,MISCELLANEOUS,2024-06-27
ADANIENT,3177.15,3211.95,3157.0,6,3190.0,960905,0 days 05:30:00,2024,28,MISCELLANEOUS,2024-06-28
ADANIENT,3183.8,3193.15,3157.55,7,3179.95,832170,0 days 05:30:00,2024,1,MISCELLANEOUS,2024-07-01
ADANIENT,3153.2,3207.8,3131.05,7,3179.85,1490844,0 days 05:30:00,2024,2,MISCELLANEOUS,2024-07-02
ADANIENT,3190.95,3194.55,3147.75,7,3158.0,1152522,0 days 05:30:00,2024,3,MISCELLANEOUS,2024-07-03
ADANIENT,3144.25,3194.45,3138.05,7,3192.0,1055391,0 days 05:30:00,2024,4,MISCELLANEOUS,2024-07-04
ADANIENT,3147.9,3158.55,3123.95,7,3143.9,663988,0 days 05:30:00,2024,5,MISCELLANEOUS,2024-07-05
ADANIENT,3113.6,3158.2,3075.0,7,3147.9,1155112,0 days 05:30:00,2024,8,MISCELLANEOUS,2024-07-08
ADANIENT,3110.75,3158.0,3100.5,7,3115.95,922403,0 days 05:30:00,2024,9,MISCELLANEOUS,2024-07-09
ADANIENT,3096.0,3127.25,3063.4,7,3120.1,586710,0 days 05:30:00,2024,10,MISCELLANEOUS,2024-07-10
ADANIENT,3078.3,3129.8,3074.1,7,3118.7,899781,0 days 05:30:00,2024,11,MISCELLANEOUS,2024-07-11
ADANIENT,3065.45,3098.8,3058.35,7,3090.0,756036,0 days 05:30:00,2024,12,MISCELLANEOUS,2024-07-12
ADANIENT,3090.4,3103.5,3058.35,7,3066.1,724174,0 days 05:30:00,2024,15,MISCELLANEOUS,2024-07-15
ADANIENT,3109.3,3137.75,3096.1,7,3110.0,988357,0 days 05:30:00,2024,16,MISCELLANEOUS,2024-07-16
ADANIENT,3092.2,3111.0,3057.15,7,3106.0,1021653,0 days 05:30:00,2024,18,MISCELLANEOUS,2024-07-18
ADANIENT,3005.7,3094.5,3000.0,7,3092.0,1026941,0 days 05:30:00,2024,19,MISCELLANEOUS,2024-07-19
ADANIENT,3000.85,3026.9,2972.15,7,3005.7,662085,0 days 05:30:00,2024,22,MISCELLANEOUS,2024-07-22
ADANIENT,2995.35,3038.0,2886.35,7,3020.0,1443331,0 days 05:30:00,2024,23,MISCELLANEOUS,2024-07-23
ADANIENT,2970.7,3007.5,2959.3,7,2995.35,693702,0 days 05:30:00,2024,24,MISCELLANEOUS,2024-07-24
ADANIENT,2973.5,3017.65,2945.1,7,2960.7,1105721,0 days 05:30:00,2024,25,MISCELLANEOUS,2024-07-25
ADANIENT,3080.5,3109.0,2988.1,7,2995.0,1942427,0 days 05:30:00,2024,26,MISCELLANEOUS,2024-07-26
ADANIENT,3089.35,3120.35,3074.0,7,3094.3,1037474,0 days 05:30:00,2024,29,MISCELLANEOUS,2024-07-29
ADANIENT,3128.75,3155.0,3066.65,7,3092.0,1647048,0 days 05:30:00,2024,30,MISCELLANEOUS,2024-07-30
ADANIENT,3169.4,3197.5,3135.0,7,3141.0,2414005,0 days 05:30:00,2024,31,MISCELLANEOUS,2024-07-31
ADANIENT,3217.25,3258.0,3151.7,8,3180.0,6149883,0 days 05:30:00,2024,1,MISCELLANEOUS,2024-08-01
ADANIENT,3160.9,3215.0,3111.0,8,3200.0,3360209,0 days 05:30:00,2024,2,MISCELLANEOUS,2024-08-02
ADANIENT,3038.2,3133.05,2996.3,8,3085.0,2238921,0 days 05:30:00,2024,5,MISCELLANEOUS,2024-08-05
ADANIENT,3072.7,3142.8,3057.25,8,3084.0,2125201,0 days 05:30:00,2024,6,MISCELLANEOUS,2024-08-06
ADANIENT,3185.95,3190.0,3112.0,8,3118.0,1868169,0 days 05:30:00,2024,7,MISCELLANEOUS,2024-08-07
